SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2132 5th Ave #106,Seattle,WA,98121,329000,0,1.0,Belltown,425,7575,1922,26,774,392,Active,,,http://www.redfin.com/WA/Seattle/2132-5th-Ave-98121/unit-106/home/12092905,NWMLS,1642390,N,Y,47.615349,-122.3413071
MLS Listing,,Condo/Co-op,1136 13th Ave #1134,Seattle,WA,98122,376000,1,1.0,Capitol Hill,765,,1924,26,492,440,Active,,,http://www.redfin.com/WA/Seattle/1136-13th-Ave-98122/unit-1134/home/172742161,NWMLS,1647773,N,Y,47.6126959,-122.3150873
MLS Listing,,Single Family Residential,1621 Shenandoah Dr E,Seattle,WA,98112,2495000,4,3.5,Broadmoor,3130,7053,1930,27,797,165,Active,,,http://www.redfin.com/WA/Seattle/1621-Shenandoah-Dr-E-98112/home/138869,NWMLS,1644040,N,Y,47.6341605,-122.2894992
MLS Listing,,Condo/Co-op,737 Olive Way #3706,Seattle,WA,98101,830000,1,1.0,Downtown,808,,2009,27,1027,568,Active,,,http://www.redfin.com/WA/Seattle/737-Olive-Way-98101/unit-3706/home/21882611,NWMLS,1645391,N,Y,47.6137059,-122.334288
MLS Listing,,Condo/Co-op,5440 Leary Ave NW #310,Seattle,WA,98107,449999,1,1.0,Ballard,749,,2007,27,601,320,Active,,,http://www.redfin.com/WA/Seattle/5440-Leary-Ave-NW-98107/unit-310/home/17381356,NWMLS,1647940,N,Y,47.6677862,-122.382724
MLS Listing,,Townhouse,7003 Holly Park Dr S,Seattle,WA,98118,445000,2,2.5,Beacon Hill,1134,1134,2006,27,392,540,Active,,,http://www.redfin.com/WA/Seattle/7003-Holly-Park-Dr-S-98118/home/11900910,NWMLS,1647930,N,Y,47.5386794,-122.2875145
MLS Listing,,Multi-Family (5+ Unit),162 18TH Ave Unit 1-8,Seattle,WA,98122,1170000,6,1.0,Central Area,2940,3486,1906,27,398,,Active,,,http://www.redfin.com/WA/Seattle/162-18th-Ave-98122/unit-1-8/home/172739727,NWMLS,1644418,N,Y,47.603101,-122.3086163
MLS Listing,,Multi-Family (5+ Unit),817 Martin Luther King Jr Way,Seattle,WA,98122,1150900,6,3.0,Madrona,2810,7800,1981,27,410,,Active,,,http://www.redfin.com/WA/Seattle/817-Martin-Luther-King-Jr-Way-98122/home/146252,NWMLS,1643932,N,Y,47.6095806,-122.2966151
MLS Listing,,Multi-Family (5+ Unit),1437 S Hinds St,Seattle,WA,98144,925000,6,3.0,N Beacon Hill,3120,2963,1930,27,296,,Active,,,http://www.redfin.com/WA/Seattle/1437-S-Hinds-St-98144/home/167313,NWMLS,1644581,N,Y,47.573111,-122.314247
MLS Listing,,Single Family Residential,4701 Beach Dr SW,Seattle,WA,98116,3500000,2,2.25,Beach Drive,2580,25103,1900,27,1357,,Active,,,http://www.redfin.com/WA/Seattle/4701-Beach-Dr-SW-98116/home/153400,NWMLS,1642123,N,Y,47.560888,-122.405348
MLS Listing,,Townhouse,2000 Thorndyke Ave W,Seattle,WA,98199,899999,2,1.25,Magnolia,1511,1371,2020,27,596,,Active,,,http://www.redfin.com/WA/Seattle/2000-Thorndyke-Ave-W-98199/home/171917046,NWMLS,1647835,N,Y,47.6371632,-122.3885321
MLS Listing,,Townhouse,8454 26th Ave SW Unit D,Seattle,WA,98106,318500,2,1.5,Westwood,1014,,1979,27,314,380,Active,,,http://www.redfin.com/WA/Seattle/8454-26th-Ave-SW-98106/unit-D/home/13580,NWMLS,1647810,N,Y,47.526653,-122.3654986
MLS Listing,,Multi-Family (2-4 Unit),19 W Dravus St,Seattle,WA,98119,1099950,5,3.0,Queen Anne,2010,3600,1909,27,547,,Active,,,http://www.redfin.com/WA/Seattle/19-W-Dravus-St-98119/home/131648,NWMLS,1646910,N,Y,47.648486,-122.3585932
MLS Listing,,Single Family Residential,9001 11th Ave SW,Seattle,WA,98106,389900,2,1.0,West Seattle,740,5080,1942,27,527,,Active,,,http://www.redfin.com/WA/Seattle/9001-11th-Ave-SW-98106/home/474977,NWMLS,1647778,N,Y,47.5226716,-122.3495067
MLS Listing,,Single Family Residential,1411 S 99th St,Seattle,WA,98108,550000,5,2.0,South Park,2050,6598,1936,27,268,,Active,,,http://www.redfin.com/WA/Seattle/1411-S-99th-St-98108/home/187285,NWMLS,1647713,N,Y,47.5145296,-122.3168469
MLS Listing,,Single Family Residential,11280 Marine View Dr SW,Seattle,WA,98146,899000,3,2.5,Marine View,2200,8100,1989,27,409,,Active,,,http://www.redfin.com/WA/Seattle/11280-Marine-View-Dr-SW-98146/home/157363,NWMLS,1647130,N,Y,47.5010733,-122.3795046
MLS Listing,,Condo/Co-op,2115 Westlake Ave N #301,Seattle,WA,98109,720000,2,1.75,Lake Union,1291,58389,1984,28,558,499,Active,,,http://www.redfin.com/WA/Seattle/2115-Westlake-Ave-N-98109/unit-301/home/11385,NWMLS,1646954,N,Y,47.6380841,-122.3410441
MLS Listing,,Condo/Co-op,4343 Roosevelt Way #607,Seattle,WA,98105,539000,2,1.0,University District,905,,1996,28,596,536,Active,,,http://www.redfin.com/WA/Seattle/4343-Roosevelt-Way-NE-98105/unit-607/home/36664,NWMLS,1647714,N,Y,47.6606289,-122.3180337
MLS Listing,,Townhouse,12514 15th Ave NE Unit A,Seattle,WA,98125,594990,2,2.25,Pinehurst,1264,1000,2020,28,471,193,Active,,,http://www.redfin.com/WA/Seattle/12514-15th-Ave-NE-98125/unit-A/home/172736428,NWMLS,1643507,N,Y,47.7200222,-122.312212
MLS Listing,,Condo/Co-op,812 5th Ave N #211,Seattle,WA,98109,699980,2,2.0,Queen Anne,1227,,2003,28,570,640,Active,,,http://www.redfin.com/WA/Seattle/812-5th-Ave-N-98109/unit-211/home/2118434,NWMLS,1647094,N,Y,47.6268306,-122.3471821
MLS Listing,,Single Family Residential,2538 13th Ave W,Seattle,WA,98119,2295000,5,3.0,Queen Anne,3220,4000,2020,28,713,,Active,,,http://www.redfin.com/WA/Seattle/2538-13th-Ave-W-98119/home/22439783,NWMLS,1647242,N,Y,47.6418163,-122.3733194
MLS Listing,,Condo/Co-op,901 NE 43rd Unit B,Seattle,WA,98105,450000,2,0.75,University District,665,9625,1926,28,677,290,Active,,,http://www.redfin.com/WA/Seattle/901-NE-43rd-St-98105/unit-B/home/21470979,NWMLS,1647092,N,Y,47.6592804,-122.3185952
MLS Listing,,Townhouse,7433 4Th Ave NE Unit C,Seattle,WA,98155,845000,2,2.0,Green Lake,1302,846,2018,28,649,70,Active,,,http://www.redfin.com/WA/Seattle/7433-4th-Ave-NE-98115/unit-C/home/306751,NWMLS,1647565,N,Y,47.6825683,-122.3250295
MLS Listing,,Townhouse,3312 NE 123rd St Unit A,Seattle,WA,98125,529000,3,2.5,Lake City,1330,969,2007,28,398,50,Active,,,http://www.redfin.com/WA/Seattle/3312-NE-123rd-St-98125/unit-A/home/22697662,NWMLS,1647384,N,Y,47.717686,-122.291644
MLS Listing,,Condo/Co-op,660 W Olympic Pl #2,Seattle,WA,98119,1595000,2,2.5,Queen Anne,2041,12500,2000,28,781,1250,Active,,,http://www.redfin.com/WA/Seattle/660-W-Olympic-Pl-98119/unit-2/home/49225,NWMLS,1647589,N,Y,47.6281636,-122.3665824
MLS Listing,,Townhouse,2114 C 14th Ave S,Seattle,WA,98144,579000,2,1.75,N Beacon Hill,1011,841,2020,28,573,,Active,,,http://www.redfin.com/WA/Seattle/2114-14th-Ave-S-98144/home/172279747,NWMLS,1639217,N,Y,47.5840454,-122.3143793
MLS Listing,,Condo/Co-op,2021 1st Ave Unit G4,Seattle,WA,98121,1195000,2,1.75,Downtown,1265,,1982,28,945,912,Active,,,http://www.redfin.com/WA/Seattle/2021-1st-Ave-98121/unit-G4/home/54099,NWMLS,1643575,N,Y,47.6111076,-122.3431835
MLS Listing,,Single Family Residential,545 28th Ave,Seattle,WA,98122,629950,1,1.25,Madrona,1092,790,2020,28,577,,Active,,,http://www.redfin.com/WA/Seattle/545-28th-Ave-98122/home/149067,NWMLS,1647569,N,Y,47.6074789,-122.2960982
MLS Listing,,Single Family Residential,547 28th Ave,Seattle,WA,98122,749950,2,1.75,Madrona,1398,1116,2020,28,536,,Active,,,http://www.redfin.com/WA/Seattle/547-28th-Ave-98122/home/172735372,NWMLS,1647620,N,Y,47.6074853,-122.2960916
MLS Listing,,Single Family Residential,8846 14th Ave SW,Seattle,WA,98106,555000,3,2.0,Highland Park,1980,6771,1943,28,280,,Active,,,http://www.redfin.com/WA/Seattle/8846-14th-Ave-SW-98106/home/475911,NWMLS,1646351,N,Y,47.523373,-122.3524324
MLS Listing,,Vacant Land,14014 41st Ave NE,Seattle,WA,98125,199997,0,,Cedar Park,,9335,,28,,,Active,,,http://www.redfin.com/WA/Seattle/14014-41st-Ave-NE-98125/home/172735282,NWMLS,1646222,N,Y,47.7305312,-122.2842109
MLS Listing,,Townhouse,513 B NE 73rd St,Seattle,WA,98115,785000,2,1.75,Green Lake,1449,1078,2017,28,542,,Active,,,http://www.redfin.com/WA/Seattle/513-NE-73rd-St-98115/home/113538829,NWMLS,1646837,N,Y,47.6814385,-122.3221798
MLS Listing,,Condo/Co-op,3722 27th Pl W #401,Seattle,WA,98199,449500,2,1.0,Magnolia,1051,60700,1968,28,428,619,Active,,,http://www.redfin.com/WA/Seattle/3722-27th-Pl-W-98199/unit-401/home/57506,NWMLS,1643545,N,Y,47.6533758,-122.391144
MLS Listing,,Condo/Co-op,1414 12th Ave #319,Seattle,WA,98122,449000,1,1.0,Capitol Hill,614,,2007,28,731,322,Active,,,http://www.redfin.com/WA/Seattle/1414-12th-Ave-98122/unit-319/home/12108311,NWMLS,1646218,N,Y,47.613598,-122.3164278
MLS Listing,,Condo/Co-op,6642 Parkpoint Way NE Unit D-110,Seattle,WA,98115,395000,1,1.5,Sand Point,1117,,1974,28,354,637,Active,,,http://www.redfin.com/WA/Seattle/6642-Park-Point-Way-NE-98115/unit-D-110/home/172734185,NWMLS,1633982,N,Y,47.6764646,-122.2650725
MLS Listing,,Condo/Co-op,328 Summit Ave E #15,Seattle,WA,98102,549000,2,1.0,Capitol Hill,798,,1953,28,688,485,Active,,,http://www.redfin.com/WA/Seattle/328-Summit-Ave-E-98102/unit-15/home/52064,NWMLS,1647147,N,Y,47.6217393,-122.3250995
MLS Listing,,Townhouse,1157 NE 55th St,Seattle,WA,98105,799000,3,1.5,University District,1340,642,2016,28,596,,Active,,,http://www.redfin.com/WA/Seattle/1157-NE-55th-St-98105/home/106725791,NWMLS,1645235,N,Y,47.6684053,-122.3154163
MLS Listing,,Single Family Residential,4207 Thackeray Pl NE,Seattle,WA,98105,1199000,3,2.0,Wallingford,2370,3350,1919,28,506,,Active,,,http://www.redfin.com/WA/Seattle/4207-Thackeray-Pl-NE-98105/home/118451,NWMLS,1647122,N,Y,47.6580209,-122.326463
MLS Listing,,Multi-Family (2-4 Unit),4703 Beach Dr SW,Seattle,WA,98116,3500000,6,5.5,Beach Drive,4220,25103,1916,28,829,,Active,,,http://www.redfin.com/WA/Seattle/4703-Beach-Dr-SW-98116/home/154184,NWMLS,1642174,N,Y,47.5608567,-122.403995
MLS Listing,,Townhouse,114 25th Ave S,Seattle,WA,98144,745000,3,1.75,Central Area,1400,800,2008,28,532,,Active,,,http://www.redfin.com/WA/Seattle/114-25th-Ave-S-98144/home/18657251,NWMLS,1647124,N,Y,47.6011009,-122.2997639
MLS Listing,,Townhouse,9246 B 17th Ave SW,Seattle,WA,98106,599950,3,2.5,Highland Park,1696,1413,2020,28,354,,Active,,,http://www.redfin.com/WA/Seattle/9246-17th-Ave-SW-98106/home/172732712,NWMLS,1647477,N,Y,47.5196249,-122.3561485
MLS Listing,,Single Family Residential,2363 S McClellan St,Seattle,WA,98144,620000,2,2.5,N Beacon Hill,1480,1730,2007,28,419,110,Active,,,http://www.redfin.com/WA/Seattle/2363-S-McClellan-St-98144/home/12304804,NWMLS,1647407,Y,Y,47.578214,-122.3016817
MLS Listing,,Multi-Family (5+ Unit),4735 Ravenna Ave NE,Seattle,WA,98105,2400000,7,6.0,Ravenna,5902,4356,1950,28,407,,Active,,,http://www.redfin.com/WA/Seattle/4735-Ravenna-Ave-NE-98105/home/2098028,NWMLS,1647295,N,Y,47.6641086,-122.3034914
MLS Listing,,Condo/Co-op,626 4th Ave W #304,Seattle,WA,98119,499000,2,1.75,Queen Anne,693,,1996,28,720,540,Active,,,http://www.redfin.com/WA/Seattle/626-4th-Ave-W-98119/unit-304/home/12091100,NWMLS,1647256,N,Y,47.6254282,-122.3615913
MLS Listing,,Condo/Co-op,2830 NW 56th St #201,Seattle,WA,98107,555000,2,1.75,Ballard,907,,1968,28,612,504,Active,,,http://www.redfin.com/WA/Seattle/2830-NW-56th-St-98107/unit-201/home/12093526,NWMLS,1642469,N,Y,47.6696626,-122.3941526
MLS Listing,,Single Family Residential,3805 19th Ave SW,Seattle,WA,98106,899950,3,2.0,Pigeon Point,1633,2500,2020,28,551,,Active,,,http://www.redfin.com/WA/Seattle/3805-19th-Ave-SW-98106/home/172730509,NWMLS,1641932,N,Y,47.5699803,-122.358271
MLS Listing,,Single Family Residential,10005 28th Ave SW,Seattle,WA,98146,699800,4,2.5,Shorewood,1830,11554,1958,28,382,,Active,,,http://www.redfin.com/WA/Seattle/10005-28th-Ave-SW-98146/home/180410,NWMLS,1644984,N,Y,47.513525,-122.3695001
MLS Listing,,Single Family Residential,12317 38th Ave NE,Seattle,WA,98125,829000,5,3.0,Lake City,2500,10446,1913,28,332,,Active,,,http://www.redfin.com/WA/Seattle/12317-38th-Ave-NE-98125/home/112334,NWMLS,1646491,N,Y,47.7178982,-122.2876068
MLS Listing,,Condo/Co-op,1323 Boren Ave #207,Seattle,WA,98101,340000,1,1.0,Capitol Hill,439,14417,2001,28,774,292,Active,,,http://www.redfin.com/WA/Seattle/1323-Boren-Ave-98101/unit-207/home/2117095,NWMLS,1646306,N,Y,47.612119,-122.328129
MLS Listing,,Single Family Residential,5630 11th Ave NE,Seattle,WA,98105,680000,2,1.0,University District,880,3000,1907,28,773,,Active,,,http://www.redfin.com/WA/Seattle/5630-11th-Ave-NE-98105/home/311722,NWMLS,1646416,N,Y,47.6703449,-122.3159409
MLS Listing,,Condo/Co-op,1740 Melrose Ave #701,Seattle,WA,98122,595000,2,1.5,Capitol Hill,1205,,1963,28,494,665,Active,,,http://www.redfin.com/WA/Seattle/1740-Melrose-Ave-98122/unit-701/home/20978,NWMLS,1644810,N,Y,47.6181312,-122.3275342
MLS Listing,,Condo/Co-op,3216 14th Ave W #103,Seattle,WA,98119,349950,1,1.0,Queen Anne,686,7800,1990,28,510,390,Active,,,http://www.redfin.com/WA/Seattle/3216-14th-Ave-W-98119/unit-103/home/32495,NWMLS,1646365,N,Y,47.6490676,-122.3745133
MLS Listing,,Condo/Co-op,13717 Linden Ave N #202,Seattle,WA,98133,289999,2,1.0,Bitter Lake,955,,1982,28,304,454,Active,,,http://www.redfin.com/WA/Seattle/13717-Linden-Ave-N-98133/unit-202/home/47991,NWMLS,1646288,N,Y,47.7282655,-122.3485766
MLS Listing,,Single Family Residential,1934 10th Ave W,Seattle,WA,98119,1775000,5,3.5,Queen Anne,3111,2247,2017,28,571,,Active,,,http://www.redfin.com/WA/Seattle/1934-10th-Ave-W-98119/home/134810,NWMLS,1646193,N,Y,47.6370334,-122.3699358
MLS Listing,,Condo/Co-op,909 5th Ave #1000,Seattle,WA,98164,675000,1,1.0,Downtown,913,,2008,28,739,865,Active,,,http://www.redfin.com/WA/Seattle/909-5th-Ave-98164/unit-1000/home/17381516,NWMLS,1636775,N,Y,47.606239,-122.3320508
MLS Listing,,Single Family Residential,325 19th Ave E,Seattle,WA,98112,850000,4,2.0,Capitol Hill,1430,2870,1901,28,594,,Active,,,http://www.redfin.com/WA/Seattle/325-19th-Ave-E-98112/home/144922,NWMLS,1644172,N,Y,47.6212695,-122.3076032
MLS Listing,,Townhouse,221 24th Ave E Unit A,Seattle,WA,98112,859000,3,2.0,Madison Valley,1567,1694,2017,28,548,,Active,,,http://www.redfin.com/WA/Seattle/221-24th-Ave-E-98112/unit-A/home/106724065,NWMLS,1644906,N,Y,47.620894,-122.301593
MLS Listing,,Single Family Residential,845 NE 88th St,Seattle,WA,98115,1295000,5,4.0,Maple Leaf,3857,10440,1928,29,336,,Active,,,http://www.redfin.com/WA/Seattle/845-NE-88th-St-98115/home/109839,NWMLS,1646709,N,Y,47.6919754,-122.3185468
MLS Listing,,Vacant Land,2300 S juneau St,Seattle,WA,98108,550000,0,,Beacon Hill,,5001,,29,,,Active,,,http://www.redfin.com/WA/Seattle/2300-S-Juneau-St-98108/home/49741804,NWMLS,1647070,N,Y,47.5502734,-122.3039566
MLS Listing,,Townhouse,803 S Homer St,Seattle,WA,98108,759000,3,1.75,Georgetown,1680,1218,2017,29,452,,Active,,,http://www.redfin.com/WA/Seattle/803-S-Homer-St-98108/home/476626,NWMLS,1644480,N,Y,47.5505506,-122.3213315
MLS Listing,,Single Family Residential,3201 S Dearborn St,Seattle,WA,98144,2597000,6,4.5,Leschi,3997,4000,2020,29,650,,Active,,,http://www.redfin.com/WA/Seattle/3201-S-Dearborn-St-98144/home/141874,NWMLS,1646784,N,Y,47.5955495,-122.2912617
MLS Listing,,Townhouse,1541 NW 57th St,Seattle,WA,98107,599000,2,1.5,Ballard,1371,,2003,29,437,674,Active,,,http://www.redfin.com/WA/Seattle/1541-NW-57th-St-98107/home/21677255,NWMLS,1642295,N,Y,47.6699555,-122.3781097
MLS Listing,,Single Family Residential,7317 36th Ave SW,Seattle,WA,98126,699000,3,2.5,Gatewood,2210,4991,1930,29,316,,Active,,,http://www.redfin.com/WA/Seattle/7317-36th-Ave-SW-98126/home/469082,NWMLS,1647072,N,Y,47.5362737,-122.3786329
MLS Listing,,Townhouse,162 22nd Ave Unit B,Seattle,WA,98122,930000,3,2.0,Capitol Hill,1672,1050,2020,29,556,,Active,,,http://www.redfin.com/WA/Seattle/162-22nd-Ave-98122/unit-B/home/172723870,NWMLS,1645933,N,Y,47.6031881,-122.3035131
MLS Listing,,Single Family Residential,725 N 74th St,Seattle,WA,98103,1149000,4,3.25,Green Lake,2260,3120,1974,29,508,,Active,,,http://www.redfin.com/WA/Seattle/725-N-74th-St-98103/home/300440,NWMLS,1646827,N,Y,47.6823468,-122.3487281
MLS Listing,,Vacant Land,14514 31st Ave NE,Shoreline,WA,98155,2100000,0,,Briarcrest,,8417,,29,,,Active,,,http://www.redfin.com/WA/Shoreline/14514-31st-Ave-NE-98155/home/86797,NWMLS,1640830,N,Y,47.7342412,-122.2948425
MLS Listing,,Single Family Residential,7103 Aurora Ave N,Seattle,WA,98103,1725000,5,3.75,Green Lake,3163,4025,2021,29,545,,Active,,,http://www.redfin.com/WA/Seattle/7103-Aurora-Ave-N-98103/home/143500279,NWMLS,1646691,N,Y,47.680887,-122.345657
MLS Listing,,Single Family Residential,3845 24th Ave W,Seattle,WA,98199,1599950,4,3.5,Magnolia,3421,3783,2015,29,468,,Active,,,http://www.redfin.com/WA/Seattle/3845-24th-Ave-W-98199/home/124780,NWMLS,1637998,N,Y,47.6554444,-122.3876745
MLS Listing,,Single Family Residential,7107 Aurora Ave N,Seattle,WA,98103,1685000,5,3.75,Green Lake,3163,3766,2021,29,533,,Active,,,http://www.redfin.com/WA/Seattle/7107-Aurora-Ave-N-98103/home/171153462,NWMLS,1646713,N,Y,47.6805134,-122.3455097
MLS Listing,,Townhouse,1857 16th Ave #10,Seattle,WA,98122,1750000,2,2.5,Capitol Hill,2440,609,2011,29,717,1161,Active,,,http://www.redfin.com/WA/Seattle/1857-16th-Ave-98122/unit-10/home/39904465,NWMLS,1646896,N,Y,47.6182915,-122.3116885
MLS Listing,,Single Family Residential,1416 9th Ave W,Seattle,WA,98119,2495000,4,3.5,Queen Anne,4890,6240,1926,29,510,,Active,,,http://www.redfin.com/WA/Seattle/1416-9th-Ave-W-98119/home/133452,NWMLS,1646161,N,Y,47.6317638,-122.3687185
MLS Listing,,Townhouse,133 22nd Ave E Unit C,Seattle,WA,98112,850000,3,2.0,Capitol Hill,2000,4199,1993,29,425,225,Active,,,http://www.redfin.com/WA/Seattle/133-22nd-Ave-E-98112/unit-C/home/34562,NWMLS,1641491,N,Y,47.6194121,-122.3039843
MLS Listing,,Single Family Residential,1738 24th Ave S,Seattle,WA,98144,1400000,5,2.0,Seattle,2050,4000,1918,29,683,,Active,,,http://www.redfin.com/WA/Seattle/1738-24th-Ave-S-98144/home/170845,NWMLS,1645687,N,Y,47.5871716,-122.3010505
MLS Listing,,Condo/Co-op,123 Queen Anne Ave N #206,Seattle,WA,98109,379500,1,1.0,Queen Anne,598,,2000,29,635,386,Active,,,http://www.redfin.com/WA/Seattle/123-Queen-Anne-Ave-N-98109/unit-206/home/31072,NWMLS,1646539,N,Y,47.6193552,-122.3571303
MLS Listing,,Single Family Residential,5220 37th Ave SW,Seattle,WA,98126,1200000,5,3.25,Fairmount,3950,6250,1951,29,304,,Active,,,http://www.redfin.com/WA/Seattle/5220-37th-Ave-SW-98126/home/470635,NWMLS,1646120,N,Y,47.5549338,-122.3784585
MLS Listing,,Multi-Family (2-4 Unit),2317 E Ward St,Seattle,WA,98112,985000,4,4.0,Capitol Hill,1893,1215,1908,29,520,,Active,,,http://www.redfin.com/WA/Seattle/2317-E-Ward-St-98112/home/2098077,NWMLS,1646767,N,Y,47.6272836,-122.3014973
MLS Listing,,Single Family Residential,6747 37th Ave S,Seattle,WA,98118,745000,4,3.25,Seattle,2110,2116,2012,29,353,78,Active,,,http://www.redfin.com/WA/Seattle/6747-37th-Ave-S-98118/home/22717212,NWMLS,1646701,N,Y,47.5411602,-122.2869192
MLS Listing,,Townhouse,835 S Cloverdale St Unit C,Seattle,WA,98108,599950,2,1.75,South Park,1519,1042,2020,29,395,,Active,,,http://www.redfin.com/WA/Seattle/835-S-Cloverdale-St-98108/unit-C/home/172614731,NWMLS,1646808,N,Y,47.5262768,-122.3213442
MLS Listing,,Single Family Residential,2354 NE 94th St,Seattle,WA,98115,1185000,4,3.0,Wedgwood,3480,5918,1949,29,341,,Active,,,http://www.redfin.com/WA/Seattle/2354-NE-94th-St-98115/home/317113,NWMLS,1646812,N,Y,47.696851,-122.3017298
MLS Listing,,Condo/Co-op,949 N 35th St #102,Seattle,WA,98103,330000,1,1.0,Fremont,612,21600,1978,29,539,411,Active,,,http://www.redfin.com/WA/Seattle/949-N-35th-St-98103/unit-102/home/47253,NWMLS,1646512,N,Y,47.6495824,-122.3454532
MLS Listing,,Single Family Residential,4627 S Fontanelle St,Seattle,WA,98118,689000,5,3.0,Rainier Valley,2290,5001,2002,29,301,,Active,,,http://www.redfin.com/WA/Seattle/4627-S-Fontanelle-St-98118/home/174231,NWMLS,1645350,N,Y,47.535429,-122.2740304
MLS Listing,,Condo/Co-op,1017 W Nickerson St #13,Seattle,WA,98119,275000,1,1.0,Queen Anne,674,,1965,29,408,348,Active,,,http://www.redfin.com/WA/Seattle/3814-11th-Ave-W-98119/unit-13/home/12510,NWMLS,1633029,N,Y,47.6541662,-122.3711336
MLS Listing,,Single Family Residential,3245 56th Pl SW,Seattle,WA,98116,1549950,4,2.75,Alki,3620,9750,1972,29,428,,Active,,,http://www.redfin.com/WA/Seattle/3245-56th-Pl-SW-98116/home/151771,NWMLS,1646566,N,Y,47.574468,-122.40453
MLS Listing,,Condo/Co-op,201 Galer St #104,Seattle,WA,98109,689000,1,1.5,Queen Anne,911,125361,1908,29,756,796,Active,,,http://www.redfin.com/WA/Seattle/201-Galer-St-98109/unit-104/home/8190162,NWMLS,1631758,N,Y,47.6319655,-122.3520303
MLS Listing,,Single Family Residential,816 23rd Ave S,Seattle,WA,98144,655000,2,1.75,Central Area,1290,3004,1994,29,508,,Active,,,http://www.redfin.com/WA/Seattle/816-23rd-Ave-S-98144/home/144948,NWMLS,1643522,N,Y,47.5950069,-122.3019417
MLS Listing,,Condo/Co-op,4540 8th Ave NE #603,Seattle,WA,98105,399000,1,1.0,University District,680,,1974,29,587,399,Active,,,http://www.redfin.com/WA/Seattle/4540-8th-Ave-NE-98105/unit-603/home/35296,NWMLS,1645243,N,Y,47.6628077,-122.3188928
MLS Listing,,Condo/Co-op,919 2nd Ave W #302,Seattle,WA,98119,468900,2,1.0,Queen Anne,900,,1960,29,521,611,Active,,,http://www.redfin.com/WA/Seattle/919-2nd-Ave-W-98119/unit-302/home/21666898,NWMLS,1645844,N,Y,47.6274997,-122.3596322
MLS Listing,,Vacant Land,1420 36th Ave,Seattle,WA,98122,1200000,0,,Madrona,,5000,,29,,,Active,,,http://www.redfin.com/WA/Seattle/1420-36th-Ave-98122/home/141999,NWMLS,1637758,N,Y,47.6136022,-122.2868287
MLS Listing,,Townhouse,5977 Rainier Ave S Unit B,Seattle,WA,98118,560000,3,3.25,Columbia City,1400,1307,2005,29,400,,Active,,,http://www.redfin.com/WA/Seattle/5977-Rainier-Ave-S-98118/unit-B/home/173636,NWMLS,1641714,N,Y,47.5482129,-122.2771819
MLS Listing,,Condo/Co-op,3435 California Ave SW #101,Seattle,WA,98116,349900,1,1.0,Admiral,745,8780,1993,29,470,464,Active,,,http://www.redfin.com/WA/Seattle/3435-California-Ave-SW-98116/unit-101/home/48591,NWMLS,1644435,N,Y,47.5726874,-122.3871602
MLS Listing,,Single Family Residential,6306 Wilson Ave S,Seattle,WA,98118,1185000,5,2.5,Seward Park,3420,6420,1930,29,346,,Active,,,http://www.redfin.com/WA/Seattle/6306-Wilson-Ave-S-98118/home/489402,NWMLS,1646475,N,Y,47.5457941,-122.2635167
MLS Listing,,Single Family Residential,9236 35th Ave SW,Seattle,WA,98126,1025000,4,2.0,Westwood Village,1880,4800,1929,29,545,,Active,,,http://www.redfin.com/WA/Seattle/9236-35th-Ave-SW-98126/home/473411,NWMLS,1646611,N,Y,47.5199662,-122.3763874
MLS Listing,,Townhouse,2504 Everett Ave E,Seattle,WA,98112,1119950,3,1.75,Portage Bay,1824,857,2020,29,614,,Active,,,http://www.redfin.com/WA/Seattle/2504-Everett-Ave-E-98102/home/171904435,NWMLS,1642098,N,Y,47.6417564,-122.3141734
MLS Listing,,Condo/Co-op,699 John St #106,Seattle,WA,98109,525000,1,1.5,South Lake Union,837,,2009,29,627,432,Active,,,http://www.redfin.com/WA/Seattle/699-John-St-98109/unit-106/home/28624273,NWMLS,1646593,N,Y,47.6193017,-122.3441208
MLS Listing,,Townhouse,805 Taylor Ave N Unit B,Seattle,WA,98109,899950,2,1.75,Queen Anne,1446,697,2020,29,622,,Active,,,http://www.redfin.com/WA/Seattle/805-Taylor-Ave-N-98109/unit-B/home/171445598,NWMLS,1646524,N,Y,47.6264734,-122.3465133
MLS Listing,,Single Family Residential,6551 34th Ave SW,Seattle,WA,98126,649900,3,1.75,West Seattle,1840,1776,2014,29,353,,Active,,,http://www.redfin.com/WA/Seattle/6551-34th-Ave-SW-98126/home/473957,NWMLS,1641938,N,Y,47.543143,-122.3754911
MLS Listing,,Townhouse,1920 E John St,Seattle,WA,98112,839000,3,2.0,Capitol Hill,1260,1207,2009,29,666,,Active,,,http://www.redfin.com/WA/Seattle/1920-E-John-St-98112/home/22525867,NWMLS,1646385,N,Y,47.6197834,-122.3065587
