SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4607 Woodlawn Ave N,Seattle,WA,98103,970000,3,1.75,Wallingford,2364,2712,1928,1,410,,Active,,,http://www.redfin.com/WA/Seattle/4607-Woodlawn-Ave-N-98103/home/117882,NWMLS,1655836,N,Y,47.6624453,-122.3393822
MLS Listing,,Townhouse,1820 E Union St,Seattle,WA,98122,850000,3,2.25,Capitol Hill,1450,1051,2017,1,586,,Active,,,http://www.redfin.com/WA/Seattle/1820-E-Union-St-98122/home/59703833,NWMLS,1660009,N,Y,47.6130605,-122.3079521
MLS Listing,,Condo/Co-op,3717 Beach Dr SW #303,Seattle,WA,98116,572000,2,1.5,Alki,1080,,1968,1,530,688,Active,,,http://www.redfin.com/WA/Seattle/3717-Beach-Dr-SW-98116/unit-303/home/10241,NWMLS,1660184,N,Y,47.5705744,-122.4115931
MLS Listing,,Condo/Co-op,76 Cedar St #505,Seattle,WA,98121,499950,1,1.5,Belltown,918,,2008,1,545,646,Active,,,http://www.redfin.com/WA/Seattle/76-Cedar-St-98121/unit-505/home/12537819,NWMLS,1661740,N,Y,47.6156052,-122.3516944
MLS Listing,,Townhouse,2011 E Denny Way Unit A,Seattle,WA,98122,1038000,3,2.25,Seattle,1971,1652,2015,1,527,,Active,,,http://www.redfin.com/WA/Seattle/2011-E-Denny-Way-98112/unit-A/home/59703130,NWMLS,1661988,N,Y,47.6183583,-122.3055591
MLS Listing,,Condo/Co-op,1321 Seneca St #1106,Seattle,WA,98101,685000,1,1.0,Downtown,743,,2016,1,922,630,Active,,,http://www.redfin.com/WA/Seattle/1321-Seneca-St-98101/unit-1106/home/108572985,NWMLS,1661979,N,Y,47.6118651,-122.3231225
MLS Listing,,Townhouse,1108 Taylor Ave N Unit C,Seattle,WA,98109,1142000,5,2.0,Queen Anne,2300,1205,2008,1,497,,Active,,,http://www.redfin.com/WA/Seattle/1108-Taylor-Ave-N-98109/unit-C/home/18660897,NWMLS,1660308,N,Y,47.62921,-122.3457109
MLS Listing,,Single Family Residential,5819 7th Ave NW,Seattle,WA,98107,1099950,4,2.0,Ballard,2080,5000,1924,1,529,,Active,,,http://www.redfin.com/WA/Seattle/5819-7th-Ave-NW-98107/home/493355,NWMLS,1659911,N,Y,47.67153,-122.3653518
MLS Listing,,Townhouse,2560 14th Ave W Unit C,Seattle,WA,98119,850000,2,2.25,Queen Anne,1700,976,2014,1,500,,Active,,,http://www.redfin.com/WA/Seattle/2560-14th-Ave-W-98119/unit-C/home/18657155,NWMLS,1659896,N,Y,47.6425429,-122.3746095
MLS Listing,,Townhouse,2517 30th Ave S Unit B,Seattle,WA,98144,625000,2,1.5,Mt Baker,930,3870,2008,1,672,,Active,,,http://www.redfin.com/WA/Seattle/2517-30th-Ave-S-98144/unit-B/home/17382257,NWMLS,1660309,N,Y,47.5804982,-122.294786
MLS Listing,,Townhouse,8449 25th Ave SW Unit C,Seattle,WA,98106,300000,2,1.5,Delridge,1014,,1979,1,296,380,Active,,,http://www.redfin.com/WA/Seattle/8449-25th-Ave-SW-98106/unit-C/home/144779186,NWMLS,1659972,N,Y,47.5268128,-122.3649244
MLS Listing,,Single Family Residential,11744 Fremont Ave N,Seattle,WA,98133,735000,3,1.75,Bitter Lake,1780,6840,1946,1,413,,Active,,,http://www.redfin.com/WA/Seattle/11744-Fremont-Ave-N-98133/home/98086,NWMLS,1659288,N,Y,47.7154766,-122.3499129
MLS Listing,,Single Family Residential,820 S Rose St,Seattle,WA,98108,525000,3,1.0,South Park,1440,9375,1950,1,365,,Active,,,http://www.redfin.com/WA/Seattle/820-S-Rose-St-98108/home/477623,NWMLS,1658175,N,Y,47.5292095,-122.3219175
MLS Listing,,Single Family Residential,6101 34th Ave NW,Seattle,WA,98107,1195000,4,2.5,Sunset Hill,3180,5200,1904,1,376,,Active,,,http://www.redfin.com/WA/Seattle/6101-34th-Ave-NW-98107/home/161860,NWMLS,1660162,N,Y,47.6731327,-122.4012896
MLS Listing,,Townhouse,844 NE 66th St Unit B,Seattle,WA,98115,614950,2,1.5,Roosevelt,970,1231,2005,1,634,,Active,,,http://www.redfin.com/WA/Seattle/844-NE-66th-St-98115/unit-B/home/2092273,NWMLS,1660857,N,Y,47.6767314,-122.3181168
MLS Listing,,Single Family Residential,1712 Sunset Ave SW,Seattle,WA,98116,1021200,4,2.5,West Seattle,2720,3655,1928,2,375,,Active,,,http://www.redfin.com/WA/Seattle/1712-Sunset-Ave-SW-98116/home/149663,NWMLS,1660848,N,Y,47.5873455,-122.3919885
MLS Listing,,Single Family Residential,2853 SW Adams St,Seattle,WA,98126,545000,3,1.0,Delridge,1880,3774,1917,2,290,,Active,,,http://www.redfin.com/WA/Seattle/2853-SW-Adams-St-98126/home/159455,NWMLS,1660212,N,Y,47.566,-122.3703674
MLS Listing,,Single Family Residential,3430 49th Ave SW,Seattle,WA,98116,649000,3,1.5,Admiral,1720,6466,1950,2,377,,Active,,,http://www.redfin.com/WA/Seattle/3430-49th-Ave-SW-98116/home/329541,NWMLS,1659871,N,Y,47.5729778,-122.3944088
MLS Listing,,Single Family Residential,8143 Delridge Way SW,Seattle,WA,98106,674900,4,2.5,West Seattle,2248,1751,2016,7,300,,Active,,,http://www.redfin.com/WA/Seattle/8143-Delridge-Way-SW-98106/home/112863523,NWMLS,1657307,N,Y,47.5288967,-122.3606985
MLS Listing,,Condo/Co-op,2717 Western Ave #628,Seattle,WA,98121,449000,1,1.0,Belltown,658,,2001,8,682,386,Active,,,http://www.redfin.com/WA/Seattle/2717-Western-Ave-98121/unit-628/home/12008,NWMLS,1655733,N,Y,47.6152233,-122.3521882
MLS Listing,,Townhouse,5030 Delridge Way SW Unit B,Seattle,WA,98106,549000,3,3.25,West Seattle,1752,1103,2007,8,313,,Active,,,http://www.redfin.com/WA/Seattle/5030-Delridge-Way-SW-98106/unit-B/home/22808029,NWMLS,1656377,N,Y,47.556556,-122.3624762
MLS Listing,,Condo/Co-op,4422 Bagley Ave N #104,Seattle,WA,98103,499950,1,1.0,Wallingford,765,,2006,9,654,354,Active,,,http://www.redfin.com/WA/Seattle/4422-Bagley-Ave-N-98103/unit-104/home/2116933,NWMLS,1656326,N,Y,47.6609749,-122.3322016
MLS Listing,,Multi-Family (2-4 Unit),1006 W Emerson St,Seattle,WA,98119,1375000,6,3.0,Queen Anne,2850,5390,1968,10,482,,Active,,,http://www.redfin.com/WA/Seattle/1006-W-Emerson-St-98119/home/130204,NWMLS,1646971,N,Y,47.6535111,-122.3709023
MLS Listing,,Single Family Residential,2309 S Graham St,Seattle,WA,98108,1100000,4,3.0,Beacon Hill,2970,5300,2020,14,370,,Active,,,http://www.redfin.com/WA/Seattle/2309-S-Graham-St-98108/home/482324,NWMLS,1650962,N,Y,47.5462025,-122.3038966
MLS Listing,,Single Family Residential,2311 S Graham St,Seattle,WA,98108,1100000,4,3.0,Beacon Hill,2980,5300,2020,14,369,,Active,,,http://www.redfin.com/WA/Seattle/2311-S-Graham-St-98108/home/170003684,NWMLS,1652037,N,Y,47.5461609,-122.3037719
MLS Listing,,Single Family Residential,2416 3rd Ave W,Seattle,WA,98119,1599999,4,2.5,Queen Anne,3170,5400,1911,14,505,,Active,,,http://www.redfin.com/WA/Seattle/2416-3rd-Ave-W-98119/home/131576,NWMLS,1653743,N,Y,47.6401442,-122.360614
MLS Listing,,Condo/Co-op,1617 Summit Ave #22,Seattle,WA,98122,649950,2,1.75,Broadway,1030,,1986,14,631,450,Active,,,http://www.redfin.com/WA/Seattle/1617-Summit-Ave-98122/unit-22/home/58542,NWMLS,1652162,N,Y,47.6158468,-122.3259019
MLS Listing,,Townhouse,4222 SW Spokane St,Seattle,WA,98116,679000,3,2.25,North Admiral,1409,600,2013,14,482,,Active,,,http://www.redfin.com/WA/Seattle/4222-SW-Spokane-St-98116/home/50268002,NWMLS,1654159,N,Y,47.5721465,-122.386331
MLS Listing,,Single Family Residential,2048 NW 61st St Unit C,Seattle,WA,98107,815000,2,1.75,Ballard,1497,1503,2018,14,544,,Active,,,http://www.redfin.com/WA/Seattle/2048-NW-61st-St-98107/unit-C/home/165088081,NWMLS,1653504,N,Y,47.673314,-122.3842053
MLS Listing,,Single Family Residential,1821 23rd Ave E,Seattle,WA,98112,1460000,3,2.25,Montlake,2040,2320,1927,14,716,,Active,,,http://www.redfin.com/WA/Seattle/1821-23rd-Ave-E-98112/home/137887,NWMLS,1652854,N,Y,47.6364021,-122.3025076
MLS Listing,,Townhouse,1112 10th Ave E Unit C,Seattle,WA,98102,849950,3,2.5,Capitol Hill,1570,1255,2005,14,541,,Active,,,http://www.redfin.com/WA/Seattle/1112-10th-Ave-E-98102/unit-C/home/2086730,NWMLS,1652185,N,Y,47.6290882,-122.3197632
MLS Listing,,Condo/Co-op,5450 Leary Ave NW #642,Seattle,WA,98107,419000,1,1.0,Ballard,531,,2007,14,789,286,Active,,,http://www.redfin.com/WA/Seattle/5450-Leary-Ave-NW-98107/unit-642/home/17381728,NWMLS,1653164,N,Y,47.6680741,-122.3831385
MLS Listing,,Condo/Co-op,1758 Dexter Ave N #5,Seattle,WA,98109,619950,2,0.75,Westlake,1149,,1962,15,540,440,Active,,,http://www.redfin.com/WA/Seattle/1758-Dexter-Ave-N-98109/unit-5/home/21750,NWMLS,1652171,N,Y,47.6357692,-122.3419544
MLS Listing,,Single Family Residential,736 NE 56th St,Seattle,WA,98105,799000,4,1.75,University District,2330,4500,1941,21,343,,Active,,,http://www.redfin.com/WA/Seattle/736-NE-56th-St-98105/home/312070,NWMLS,1650511,N,Y,47.6695545,-122.3211721
MLS Listing,,Single Family Residential,6803 Seward Park Ave S,Seattle,WA,98118,1325000,4,2.5,Seward Park,3012,5051,2016,21,440,,Active,,,http://www.redfin.com/WA/Seattle/6803-Seward-Park-Ave-S-98118/home/491197,NWMLS,1650646,N,Y,47.5413855,-122.2656881
MLS Listing,,Condo/Co-op,588 Bell St Unit 209S,Seattle,WA,98121,824950,2,1.75,Denny Triangle,1092,,2015,22,755,903,Active,,,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-209/home/106723693,NWMLS,1650601,N,Y,47.6167409,-122.3424215
MLS Listing,,Condo/Co-op,2414 1st Ave #618,Seattle,WA,98121,370000,1,1.0,Belltown,466,,1994,22,794,383,Active,,,http://www.redfin.com/WA/Seattle/2414-1st-Ave-98121/unit-618/home/61268,NWMLS,1648885,N,Y,47.614607,-122.3481121
MLS Listing,,Single Family Residential,2638 32nd Ave W,Seattle,WA,98199,1299950,5,2.75,Magnolia,2820,5580,1949,22,461,,Active,,,http://www.redfin.com/WA/Seattle/2638-32nd-Ave-W-98199/home/128979,NWMLS,1649947,N,Y,47.6443521,-122.397913
MLS Listing,,Townhouse,913 N 50th St Unit A,Seattle,WA,98103,805000,3,2.0,Wallingford,1470,1194,2018,22,548,,Active,,,http://www.redfin.com/WA/Seattle/913-N-50th-St-98103/unit-A/home/171935477,NWMLS,1648357,N,Y,47.6648209,-122.3467047
MLS Listing,,Condo/Co-op,2215 14th Ave W #6,Seattle,WA,98119,425000,2,0.75,Queen Anne,829,,1980,22,513,390,Active,,,http://www.redfin.com/WA/Seattle/2215-14th-Ave-W-98119/unit-6/home/2076921,NWMLS,1649020,N,Y,47.6390671,-122.3753408
MLS Listing,,Condo/Co-op,601 W Mercer Pl #204,Seattle,WA,98119,560000,2,1.5,Queen Anne,838,,1995,24,668,348,Active,,,http://www.redfin.com/WA/Seattle/601-W-Mercer-Pl-98119/unit-204/home/38947,NWMLS,1648692,N,Y,47.6252017,-122.3651585
MLS Listing,,Single Family Residential,4510 Cascadia Ave S,Seattle,WA,98118,735000,3,2.5,Columbia City,1790,3000,2002,24,411,,Active,,,http://www.redfin.com/WA/Seattle/4510-Cascadia-Ave-S-98118/home/491648,NWMLS,1648937,N,Y,47.5624814,-122.2824349
MLS Listing,,Condo/Co-op,7 Harrison St #26,Seattle,WA,98109,199900,0,1.0,Queen Anne,480,,1908,25,416,484,Active,,,http://www.redfin.com/WA/Seattle/7-Harrison-St-98109/unit-26/home/40065234,NWMLS,1647446,N,Y,47.6219296,-122.3563932
MLS Listing,,Condo/Co-op,2100 3rd Ave #1401,Seattle,WA,98121,524900,2,1.75,Belltown,969,,1973,28,542,620,Active,,,http://www.redfin.com/WA/Seattle/2100-3rd-Ave-98121/unit-1401/home/8153,NWMLS,1647603,N,Y,47.6135579,-122.3422119
MLS Listing,,Single Family Residential,7508 32nd Ave SW,Seattle,WA,98126,575000,4,2.0,West Seattle,1230,6428,1919,28,467,,Active,,,http://www.redfin.com/WA/Seattle/7508-32nd-Ave-SW-98126/home/473676,NWMLS,1646271,N,Y,47.5352335,-122.373531
MLS Listing,,Single Family Residential,8811 38th Ave SW,Seattle,WA,98126,1250000,5,1.75,Fauntleroy,3430,12900,1928,28,364,,Active,,,http://www.redfin.com/WA/Seattle/8811-38th-Ave-SW-98126/home/156866,NWMLS,1647034,N,Y,47.5242993,-122.3809412
MLS Listing,,Condo/Co-op,1707 Boylston Ave #209,Seattle,WA,98122,538000,2,1.0,Capitol Hill,817,,1965,28,659,445,Active,,,http://www.redfin.com/WA/Seattle/1707-Boylston-Ave-98122/unit-209/home/12538598,NWMLS,1647443,N,Y,47.616649,-122.3237236
MLS Listing,,Townhouse,202 25th Ave E Unit A,Seattle,WA,98112,540000,2,1.75,Madison Valley,1012,1,1981,28,534,427,Active,,,http://www.redfin.com/WA/Seattle/202-25th-Ave-E-98112/unit-A/home/18901,NWMLS,1647530,N,Y,47.620264829,-122.2998799
MLS Listing,,Condo/Co-op,103 Bellevue Ave E #203,Seattle,WA,98102,349950,0,1.0,Capitol Hill,417,,2004,28,839,325,Active,,,http://www.redfin.com/WA/Seattle/103-Bellevue-Ave-E-98102/unit-203/home/2072930,NWMLS,1646963,N,Y,47.6187221,-122.3270741
MLS Listing,,Condo/Co-op,668 S Lane St #712,Seattle,WA,98104,399000,1,1.0,International District,657,,2002,28,607,407,Active,,,http://www.redfin.com/WA/Seattle/668-S-Lane-St-98104/unit-712/home/2119014,NWMLS,1646293,N,Y,47.5969277,-122.324136
MLS Listing,,Single Family Residential,4914 32nd Ave NE,Seattle,WA,98105,1875000,5,3.75,Ravenna,4110,8000,1948,29,456,,Active,,,http://www.redfin.com/WA/Seattle/4914-32nd-Ave-NE-98105/home/312361,NWMLS,1646360,N,Y,47.6645911,-122.2931229
MLS Listing,,Condo/Co-op,1125 E Olive St #408,Seattle,WA,98122,450000,1,1.0,Capitol Hill,719,,2007,29,626,457,Active,,,http://www.redfin.com/WA/Seattle/1125-E-Olive-St-98122/unit-408/home/12091975,NWMLS,1645162,N,Y,47.616174,-122.3172768
MLS Listing,,Single Family Residential,4914 NE 70th St,Seattle,WA,98115,1195000,3,1.75,View Ridge,1400,7035,1948,29,854,,Active,,,http://www.redfin.com/WA/Seattle/4914-NE-70th-St-98115/home/320816,NWMLS,1646377,N,Y,47.6795957,-122.2747038
MLS Listing,,Condo/Co-op,2600 2nd Ave #2304,Seattle,WA,98121,1588000,3,1.75,Belltown,1699,,1993,29,935,1434,Active,,,http://www.redfin.com/WA/Seattle/2600-2nd-Ave-98121/unit-2304/home/40894,NWMLS,1644786,N,Y,47.616399,-122.3490289
MLS Listing,,Single Family Residential,8011 19th Ave NW,Seattle,WA,98117,900000,4,1.75,Loyal Heights,2190,4046,1937,29,411,,Active,,,http://www.redfin.com/WA/Seattle/8011-19th-Ave-NW-98117/home/163447,NWMLS,1641153,N,Y,47.6872262,-122.3813456
MLS Listing,,Single Family Residential,5809 55th Ave NE Unit A,Seattle,WA,98105,769000,3,2.25,Windermere,1640,2347,2006,30,469,285,Active,,,http://www.redfin.com/WA/Seattle/5809-55th-Ave-NE-98105/unit-A/home/120997,NWMLS,1645074,N,Y,47.670907,-122.269439
MLS Listing,,Single Family Residential,109 N 41st St,Seattle,WA,98103,825000,4,1.5,Fremont,2170,4400,1928,30,380,,Active,,,http://www.redfin.com/WA/Seattle/109-N-41st-St-98103/home/303235,NWMLS,1643109,N,Y,47.6561775,-122.3566659
MLS Listing,,Condo/Co-op,4420 Eastern Ave N,Seattle,WA,98103,850000,3,2.25,Wallingford,1771,,2002,31,480,587,Active,,,http://www.redfin.com/WA/Seattle/4420-Eastern-Ave-N-98103/home/172696552,NWMLS,1644409,N,Y,47.6608892,-122.3287199
MLS Listing,,Condo/Co-op,1812 19th Ave #201,Seattle,WA,98122,570000,1,0.75,Seattle,909,,2004,31,627,412,Active,,,http://www.redfin.com/WA/Seattle/1812-19th-Ave-98122/unit-201/home/17079435,NWMLS,1642318,N,Y,47.6178616,-122.3071243
MLS Listing,,Townhouse,10504 Whitman Ave N Unit A,Seattle,WA,98133,515000,3,2.25,Bitter Lake,1358,1200,2007,32,379,,Active,,,http://www.redfin.com/WA/Seattle/10504-Whitman-Ave-N-98133/unit-A/home/12306465,NWMLS,1644396,Y,Y,47.7052651,-122.3457605
MLS Listing,,Condo/Co-op,2600 2nd Ave #910,Seattle,WA,98121,469900,1,1.0,Seattle,637,,1993,35,738,538,Active,,,http://www.redfin.com/WA/Seattle/2600-2nd-Ave-98121/unit-910/home/23860,NWMLS,1643521,N,Y,47.6163328,-122.3491116
MLS Listing,,Condo/Co-op,1111 S Atlantic St #110,Seattle,WA,98134,409950,2,1.0,N Beacon Hill,1150,,1980,35,356,452,Active,,,http://www.redfin.com/WA/Seattle/1111-S-Atlantic-St-98134/unit-110/home/24398,NWMLS,1643366,N,Y,47.5895245,-122.318599
MLS Listing,,Condo/Co-op,76 Cedar St #410,Seattle,WA,98121,538000,1,1.0,Belltown,778,,2008,35,692,535,Active,,,http://www.redfin.com/WA/Seattle/76-Cedar-St-98121/unit-410/home/12537393,NWMLS,1642778,N,Y,47.6156052,-122.3516944
MLS Listing,,Condo/Co-op,12345 Roosevelt Way NE #310,Seattle,WA,98125,269995,1,1.0,Pinehurst,559,,2000,35,483,278,Active,,,http://www.redfin.com/WA/Seattle/12345-Roosevelt-Way-NE-98125/unit-310/home/3510,NWMLS,1641333,N,Y,47.7189409,-122.318573
MLS Listing,,Townhouse,1730 NW 60th St,Seattle,WA,98107,825000,3,2.0,Ballard,1743,1244,2015,35,473,,Active,,,http://www.redfin.com/WA/Seattle/1730-NW-60th-St-98107/home/101610919,NWMLS,1642906,N,Y,47.672519,-122.3803042
MLS Listing,,Townhouse,215 18th Ave E Unit A,Seattle,WA,98112,929950,3,3.25,Capitol Hill,1720,936,2004,35,541,,Active,,,http://www.redfin.com/WA/Seattle/215-18th-Ave-E-98112/unit-A/home/144324,NWMLS,1641647,N,Y,47.6200959,-122.309256
MLS Listing,,Condo/Co-op,2414 1st Ave #507,Seattle,WA,98121,475000,1,1.0,Belltown,627,,1994,36,758,525,Active,,,http://www.redfin.com/WA/Seattle/2414-1st-Ave-98121/unit-507/home/2502,NWMLS,1641657,N,Y,47.614607,-122.3481121
MLS Listing,,Condo/Co-op,2415 2nd Ave #544,Seattle,WA,98121,419900,1,1.0,Belltown,627,,1994,36,670,525,Active,,,http://www.redfin.com/WA/Seattle/2415-2nd-Ave-98121/unit-544/home/51684,NWMLS,1641432,N,Y,47.6149847,-122.3475625
MLS Listing,,Single Family Residential,2013 Boylston Ave E Unit B,Seattle,WA,98102,975000,3,2.5,Eastlake,1680,1240,2014,36,580,,Active,,,http://www.redfin.com/WA/Seattle/2013-Boylston-Ave-E-98102/unit-B/home/132207,NWMLS,1640636,N,Y,47.637231,-122.323771
MLS Listing,,Condo/Co-op,1105 Spring St #911,Seattle,WA,98104,299000,1,1.0,First Hill,630,,1950,37,475,455,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-911/home/12305611,NWMLS,1642202,N,Y,47.6099769,-122.3253289
MLS Listing,,Townhouse,3017 S Nevada St,Seattle,WA,98108,579000,2,2.25,Columbia City,1270,1685,2012,37,456,396,Active,,,http://www.redfin.com/WA/Seattle/3017-S-Nevada-St-98108/home/28582099,NWMLS,1637441,N,Y,47.5645988,-122.2946822
MLS Listing,,Townhouse,2404 S Grand St,Seattle,WA,98144,690000,3,2.5,Judkins,1530,1921,2008,38,451,,Active,,,http://www.redfin.com/WA/Seattle/2404-S-Grand-St-98144/home/17382707,NWMLS,1640801,N,Y,47.5870164,-122.300897
MLS Listing,,Condo/Co-op,1808 Minor Ave #1011,Seattle,WA,98101,330000,0,1.0,Denny Triangle,352,,2020,39,938,309,Active,,,http://www.redfin.com/WA/Seattle/1808-Minor-Ave-98101/unit-1011/home/171162302,NWMLS,1640816,N,Y,47.616977922,-122.3305806
MLS Listing,,Single Family Residential,3540 SW 97th St,Seattle,WA,98126,919950,5,2.5,Arbor Heights,2780,9272,2014,42,331,,Active,,,http://www.redfin.com/WA/Seattle/3540-SW-97th-St-98126/home/155312,NWMLS,1637088,N,Y,47.5167525,-122.3784418
MLS Listing,,Condo/Co-op,4800 Fauntleroy Way SW #102,Seattle,WA,98116,285000,1,1.0,Fairmount,641,,1980,42,445,307,Active,,,http://www.redfin.com/WA/Seattle/4800-Fauntleroy-Way-SW-98116/unit-102/home/3919,NWMLS,1638637,N,Y,47.5588294,-122.3810519
MLS Listing,,Condo/Co-op,3104 Western Ave #218,Seattle,WA,98121,529950,1,1.0,Belltown,794,,2008,43,667,575,Active,,,http://www.redfin.com/WA/Seattle/3104-Western-Ave-98121/unit-218/home/17382855,NWMLS,1638559,N,Y,47.6182513,-122.356193
MLS Listing,,Condo/Co-op,322 Belmont Ave E #502,Seattle,WA,98102,575000,1,1.0,Capitol Hill,776,,1993,43,741,560,Active,,,http://www.redfin.com/WA/Seattle/322-Belmont-Ave-E-98102/unit-502/home/15308,NWMLS,1638133,N,Y,47.621513,-122.323711
MLS Listing,,Townhouse,3411 California Ave SW Unit A,Seattle,WA,98116,700000,3,2.5,West Seattle,1800,1216,2008,43,389,,Active,,,http://www.redfin.com/WA/Seattle/3411-California-Ave-SW-98116/unit-A/home/22238290,NWMLS,1638725,N,Y,47.57339,-122.387274
MLS Listing,,Single Family Residential,4425 Renton Ave S,Seattle,WA,98108,789000,4,2.25,Columbia City,1910,3472,2012,43,413,127,Active,,,http://www.redfin.com/WA/Seattle/4425-Renton-Ave-S-98108/home/50269400,NWMLS,1638658,N,Y,47.5638118,-122.2925055
MLS Listing,,Single Family Residential,4916 Erskine Way SW,Seattle,WA,98116,799500,5,2.0,Alaska Junction,3240,4500,1938,45,247,,Active,,,http://www.redfin.com/WA/Seattle/4916-Erskine-Way-SW-98116/home/154216,NWMLS,1637850,N,Y,47.5581999,-122.3880289
MLS Listing,,Townhouse,730 Boylston Ave E Apt B,Seattle,WA,98102,1685000,4,3.25,Broadway,2860,,2013,45,589,130,Active,,,http://www.redfin.com/WA/Seattle/730-Boylston-Ave-E-98102/unit-B/home/63039106,NWMLS,1637435,N,Y,47.6260793,-122.3231954
MLS Listing,,Condo/Co-op,108 5th Ave S #304,Seattle,WA,98104,368500,1,1.0,Pioneer Square,584,,2001,49,631,358,Active,,,http://www.redfin.com/WA/Seattle/108-5th-Ave-S-98104/unit-304/home/17088312,NWMLS,1635703,N,Y,47.6013297,-122.3272364
MLS Listing,,Single Family Residential,3043 NW 65th St,Seattle,WA,98117,799000,3,1.0,Ballard,2210,4850,1908,49,362,,Active,,,http://www.redfin.com/WA/Seattle/3043-NW-65th-St-98107/home/162322,NWMLS,1635332,N,N,47.6756971,-122.3975502
MLS Listing,,Condo/Co-op,1740 Melrose Ave #706,Seattle,WA,98122,670000,2,1.75,Capitol Hill,1205,,1963,50,556,665,Active,,,http://www.redfin.com/WA/Seattle/1740-Melrose-Ave-98122/unit-706/home/58556,NWMLS,1632231,N,Y,47.6181312,-122.3275342
MLS Listing,,Condo/Co-op,310 N 137th St Unit C,Seattle,WA,98133,499000,3,1.75,Bitter Lake,1600,,1968,63,312,350,Active,,,http://www.redfin.com/WA/Seattle/310-N-137th-St-98133/unit-C/home/142413327,NWMLS,1618522,N,Y,47.7289968,-122.3549118
MLS Listing,,Townhouse,2820 SW Dakota St Unit B,Seattle,WA,98126,560000,3,2.5,Delridge,1390,1413,2004,64,403,,Active,,,http://www.redfin.com/WA/Seattle/2820-SW-Dakota-St-98126/unit-B/home/146999483,NWMLS,1623967,N,Y,47.567171,-122.3690831
MLS Listing,,Condo/Co-op,4540 8th Ave NE #501,Seattle,WA,98105,734950,3,1.75,University District,1450,,1974,64,507,809,Active,,,http://www.redfin.com/WA/Seattle/4540-8th-Ave-NE-98105/unit-501/home/31418,NWMLS,1626296,N,Y,47.6626943,-122.3190446
MLS Listing,,Townhouse,8341 Wabash Ave S Unit B,Seattle,WA,98118,489900,3,2.5,Dunlap,1320,1780,2005,64,371,,Active,,,http://www.redfin.com/WA/Seattle/8341-Wabash-Ave-S-98118/unit-B/home/11761414,NWMLS,1623301,N,Y,47.5280539,-122.2687883
MLS Listing,,Single Family Residential,3429 36th Ave SW,Seattle,WA,98126,669000,2,1.0,Belvidere,1400,3750,1913,64,478,,Active,,,http://www.redfin.com/WA/Seattle/3429-36th-Ave-SW-98126/home/328294,NWMLS,1626854,N,Y,47.5722449,-122.3774505
MLS Listing,,Condo/Co-op,2504 Western Ave #422,Seattle,WA,98121,539000,2,1.0,Belltown,764,,1998,64,705,491,Active,,,http://www.redfin.com/WA/Seattle/2504-Western-Ave-98121/unit-422/home/12442136,NWMLS,1627013,N,Y,47.6143886,-122.3495665
MLS Listing,,Condo/Co-op,4224 Beach Dr SW #201,Seattle,WA,98116,625000,2,1.5,Alki,1128,,1978,71,554,300,Active,,,http://www.redfin.com/WA/Seattle/4224-Beach-Dr-SW-98116/unit-201/home/28446,NWMLS,1622907,N,Y,47.5654232,-122.4073133
MLS Listing,,Condo/Co-op,2033 2nd Ave #1400,Seattle,WA,98121,749000,1,1.0,Belltown,928,,2005,71,807,778,Active,,,http://www.redfin.com/WA/Seattle/2033-2nd-Ave-98121/unit-1400/home/2077946,NWMLS,1622897,N,Y,47.6121634,-122.3429117
MLS Listing,,Townhouse,901 W McGraw St #6,Seattle,WA,98119,1340000,3,3.5,Queen Anne,1750,1,2019,74,766,511,Active,,,http://www.redfin.com/WA/Seattle/901-W-McGraw-St-98119/unit-6/home/2080977,NWMLS,1622616,N,Y,47.6394012,-122.3694296
MLS Listing,,Condo/Co-op,744 Harvard Ave E #300,Seattle,WA,98102,1275550,3,2.25,Capitol Hill,2021,5000,2008,77,631,1659,Active,,,http://www.redfin.com/WA/Seattle/744-Harvard-Ave-E-98102/unit-300/home/21882563,NWMLS,1620710,N,Y,47.626417,-122.3220405
MLS Listing,,Condo/Co-op,2911 2nd Ave #1216,Seattle,WA,98121,545299,1,1.0,Belltown,603,,2009,77,904,486,Active,,,http://www.redfin.com/WA/Seattle/2911-2nd-Ave-98121/unit-1216/home/21616413,NWMLS,1621568,N,Y,47.6176125,-122.3523057
MLS Listing,,Condo/Co-op,2331 42nd Ave SW #314,Seattle,WA,98116,320000,1,1.0,North Admiral,650,,2002,79,492,341,Active,,,http://www.redfin.com/WA/Seattle/2331-42nd-Ave-SW-98116/unit-314/home/47926,NWMLS,1619623,N,Y,47.5823835,-122.3853712
