,membrane,pconv,pconv2d,small_pconv,small_pconv2d
47,0.024690889,0.023826078,0.028261911,0.026727282,0.029748905
48,0.0020669843,0.012634167,0.025815686,0.011698935,0.023362005
49,0.00021680462,0.00027108312,0.00049663754,0.00031923898,0.0004304651
50,0.013422516,0.019479655,0.021164441,0.02770535,0.024038307
51,0.006245281,0.016011871,0.039850693,0.015036178,0.054345958
52,0.0068498785,0.015280962,0.022109881,0.016123861,0.024904514
53,0.020929066,0.02819046,0.04937891,0.030438218,0.0507902
54,0.0008928571,0.005163219,0.014187074,0.0040513775,0.017331729
55,0.0024223556,0.004528983,0.007952662,0.0061639836,0.0094096735
56,0.031110205,0.026748542,0.027153768,0.027984288,0.029261094
57,0.0044933665,0.0063692406,0.033148672,0.009141242,0.038484372
58,0.038737856,0.036846578,0.047654156,0.041223098,0.054255363
59,0.0065391483,0.01074682,0.017899735,0.009270388,0.020098567
60,0.00016698579,0.0010111737,0.0009954995,0.00090300303,0.0010895564
61,0.008695701,0.017628083,0.035814464,0.018479563,0.042703897
62,0.0033523159,0.011631617,0.02320844,0.008857194,0.022181645
63,0.005945362,0.019873867,0.02334813,0.024565296,0.027313884
64,0.0034051938,0.010944816,0.011740542,0.008931464,0.0112593435
65,0.0032795884,0.011431193,0.018900292,0.014629831,0.022087952
66,0.011005713,0.045104522,0.046245888,0.03880488,0.058698855
67,6.778535e-05,0.0007742898,0.004419679,0.00084570365,0.0056154463
68,0.004072084,0.006119918,0.021694282,0.006958299,0.026068047
69,0.00013831217,0.008018643,0.008664765,0.00796839,0.008926243
70,0.004722423,0.005876492,0.0072170505,0.006632161,0.007749653
71,1.2286033e-05,0.0077479254,0.0048699714,0.009513717,0.0033390145
72,5.6900462e-06,0.00071170577,0.0011093444,0.0014496197,0.001014415
73,0.0004444323,0.013290422,0.025368664,0.012849872,0.02702789
74,0.036984216,0.041209556,0.044561762,0.04472892,0.04689163
75,0.005134243,0.005356155,0.005872463,0.004765316,0.005279648
76,7.517395e-06,0.003988175,0.004804199,0.003654842,0.0034817308
77,0.01250346,0.02244845,0.01703385,0.026178332,0.0168525
78,0.008844299,0.021806613,0.033742268,0.020217692,0.04138032
79,0.0038635111,0.0065274173,0.010002666,0.009350206,0.011185116
80,0.021178147,0.01671457,0.01618079,0.019077824,0.021610117
81,0.040539153,0.041362952,0.058656827,0.04752557,0.06757947
82,0.026356986,0.027075276,0.021260278,0.026476542,0.023506733
83,0.0012463079,0.005213552,0.005089323,0.0054545505,0.0044371546
84,0.0037210926,0.0050076004,0.013000317,0.0052189957,0.013309037
85,0.0018417351,0.007383666,0.02360809,0.008613744,0.025654048
86,0.0051566153,0.005066902,0.009508332,0.007266891,0.011779062
87,0.00033450976,0.0017331064,0.0031228575,0.0022501424,0.003662664
88,0.0020240603,0.0037852735,0.0070924764,0.003545064,0.007848699
89,0.007249872,0.025034025,0.047050606,0.03558635,0.045385636
90,0.006905294,0.011913667,0.023919888,0.012981871,0.023550466
91,0.0006594943,0.052175216,0.02617069,0.05154936,0.020116836
92,0.001077448,0.0093335435,0.008552939,0.004962314,0.009740926
93,0.018670332,0.027126575,0.025785245,0.030891132,0.028656155
94,0.00030451646,0.0014052007,0.0010480501,0.0017448744,0.0011217807
95,1.0716042e-06,0.004066183,0.0025119283,0.0023343414,0.0023851926
96,0.0002809063,0.00068568287,0.001737257,0.0007906252,0.0016678298
97,5.920472e-05,0.0052506025,0.011744107,0.006085528,0.011961406
98,0.028393447,0.031943,0.0666655,0.037474073,0.074794896
99,0.0035677785,0.0072093764,0.013511291,0.01179284,0.015878227
100,0.0039005673,0.0069822464,0.006666077,0.008973287,0.0074154986
101,5.6318015e-05,0.015033333,0.015975855,0.01992099,0.013808931
102,0.006288272,0.007893742,0.012744768,0.010001086,0.0107137235
103,0.0018661434,0.009979557,0.010903313,0.011398272,0.011625409
104,0.016296104,0.01083301,0.01199255,0.013955116,0.012082774
105,0.0044935714,0.015837053,0.025269397,0.01933869,0.027586287
106,0.014741713,0.015415412,0.027538434,0.018406123,0.028087806
107,0.005901321,0.03707017,0.040990673,0.041184597,0.055215795
108,6.408788e-05,0.0074242083,0.008647114,0.0061779805,0.007303491
109,0.0022090373,0.04415336,0.038664665,0.038663164,0.04693977
110,0.0,0.0,0.0,0.0,0.0
111,0.006412681,0.010119569,0.033636674,0.011670565,0.03746749
112,0.00044727395,0.019475948,0.01845707,0.017611112,0.025347603
113,0.026608182,0.028246604,0.049698792,0.03248751,0.053897526
114,0.0,0.0,0.0,0.0,0.0
115,0.0053203073,0.008902621,0.0115061,0.011066925,0.013374975
116,0.0,0.0,0.0,0.0,0.0
117,0.00010002658,0.0007891196,0.0022717244,0.0017595296,0.002804577
118,0.0015368889,0.030240867,0.014886225,0.02462069,0.013948513
119,0.0022948585,0.024107143,0.016727798,0.019874342,0.035843335
120,0.0036382666,0.007524019,0.009900824,0.006980029,0.008270266
121,0.014572099,0.01705272,0.020280695,0.01920617,0.022761647
122,0.018586848,0.026053805,0.026522592,0.02780233,0.027303733
123,0.015136763,0.05270293,0.06234414,0.0558982,0.06645518
124,0.005665573,0.014057888,0.012899044,0.013502888,0.012635922
125,0.019781796,0.02385344,0.032209553,0.0259043,0.034533456
126,0.014525106,0.030692676,0.029833406,0.03476241,0.033495434
127,0.017368931,0.020796388,0.028973874,0.024979472,0.028429773
128,0.0133362,0.021192253,0.02805338,0.019585067,0.032234065
129,0.0043135434,0.006083686,0.021144873,0.010032581,0.02028983
130,0.0021171132,0.003000951,0.0048552044,0.0042102616,0.0050261533
131,0.0,0.0,0.0,0.0,0.0
132,0.0344278,0.031272717,0.033237983,0.032957677,0.035982884
133,0.029509468,0.03225566,0.04631232,0.033239435,0.049619667
134,0.0060106292,0.007935858,0.009804289,0.009853621,0.010580498
135,2.9740075e-05,0.00084180204,0.0015531026,0.0010888887,0.0010079998
136,0.0008885603,0.0013436576,0.00093971303,0.0016639838,0.0009653674
137,0.015705302,0.03426061,0.063352786,0.033819087,0.077922165
138,0.007859101,0.007925421,0.017824506,0.008659754,0.017563486
139,0.010047565,0.013066344,0.01905619,0.013539137,0.024065692
140,0.0053269593,0.012785148,0.015079046,0.0098694,0.02032416
141,0.006966628,0.009806963,0.021167677,0.013172014,0.026074233
142,1.0144301e-07,0.00092411257,0.0015719873,0.0021684342,0.0011632475
143,2.9739347e-05,0.013040252,0.016993336,0.012347996,0.017831802
144,0.001530522,0.0073102713,0.004660208,0.007240935,0.0034231492
145,0.03545537,0.043013435,0.06464821,0.04330936,0.065678105
146,0.04795797,0.048709318,0.072832994,0.04913213,0.07502176
147,0.029627038,0.034648232,0.047007494,0.034526963,0.06560384
148,0.0050095688,0.0035528003,0.005091009,0.004857768,0.007104937
149,0.01336314,0.00972929,0.020881414,0.012435716,0.022400085
150,0.02725855,0.024880767,0.04059814,0.02351643,0.04443893
151,0.0017626862,0.005558743,0.010755156,0.004777033,0.012083078
152,0.03834091,0.07730314,0.05194892,0.07995115,0.051534608
153,0.011613648,0.019323615,0.031057257,0.0280754,0.027488932
154,0.005837867,0.011187917,0.018255161,0.013292756,0.015101088
155,0.03377232,0.03517317,0.034207705,0.036968436,0.033146977
156,1.9687209e-06,0.0027026879,0.0018685067,0.0015212288,0.0017538487
157,0.019561183,0.027646728,0.04616218,0.03002031,0.04446715
158,0.022577472,0.026450878,0.032417044,0.02376762,0.035965554
159,0.0027865688,0.0034519979,0.016753688,0.004226829,0.019157862
160,0.0030557392,0.00351986,0.007628566,0.0033168409,0.008698998
161,0.010184138,0.0155069735,0.02643877,0.016898854,0.029334772
162,0.009679232,0.017085357,0.02318409,0.017392062,0.024580903
163,0.0008615189,0.00836462,0.012372477,0.00627283,0.013447295
164,0.0029558418,0.0057730163,0.0064119603,0.0059673097,0.006416547
165,0.022015983,0.017738188,0.04406917,0.023971597,0.04891637
166,0.006408494,0.01074634,0.02162499,0.008929577,0.025304353
167,0.004975424,0.009967895,0.021162068,0.010835575,0.024279987
168,0.007143786,0.013037771,0.012522949,0.0072558206,0.013296345
169,0.0010846939,0.010940062,0.014290171,0.014958447,0.015378069
170,0.009751024,0.021738183,0.037918556,0.022847392,0.042699076
171,0.004500934,0.013339354,0.009452669,0.013046524,0.01604826
172,0.002048612,0.005967546,0.008102826,0.007426028,0.008809261
173,0.02543234,0.061631605,0.042891845,0.055992685,0.045710925
174,0.01697841,0.019252986,0.02402357,0.021492641,0.025022663
175,0.0048315166,0.0067257825,0.010792478,0.010291473,0.010748208
176,0.045807935,0.03603215,0.04058376,0.03696918,0.04420316
177,0.0010195151,0.002902263,0.0040599336,0.003911691,0.004209865
178,0.015624182,0.020689718,0.029205322,0.027431384,0.031641442
179,0.027747994,0.036625646,0.055673536,0.04374278,0.062990665
180,0.012639083,0.010659709,0.025099857,0.013069246,0.030009722
181,0.005503569,0.012405123,0.03923708,0.012624378,0.039698638
182,0.004719496,0.007965711,0.007029889,0.006341533,0.008753409
183,0.00017271227,0.0017292439,0.0051687723,0.0019566326,0.0059432643
184,0.0114405,0.020029414,0.025457416,0.018956117,0.029772356
185,0.0059387158,0.031501513,0.032688335,0.039908346,0.034618694
186,0.027116783,0.024366142,0.036234953,0.033047304,0.03614959
187,0.00043989738,0.0032658782,0.008564962,0.005184997,0.008183082
188,0.0076615904,0.018809352,0.014203959,0.019042239,0.013871761
189,0.026357664,0.030705975,0.05147104,0.035620563,0.058393933
190,0.0019778288,0.0062342077,0.011685467,0.005827106,0.011534921
191,0.0032340845,0.0045830905,0.014532769,0.0076123835,0.016061377
192,0.010921528,0.011800629,0.02229091,0.012317208,0.02600084
193,0.004510832,0.0062518907,0.030420441,0.008160116,0.0348974
194,0.027980108,0.036839187,0.106949046,0.039872948,0.13123794
195,0.012032958,0.02238851,0.02399724,0.024726365,0.024862025
196,0.0010145877,0.0027394784,0.010152184,0.0027507686,0.012030434
197,0.032938413,0.03654339,0.03921422,0.03814717,0.046361785
198,0.000400068,0.0011048665,0.0017500806,0.0013224836,0.0019331577
199,0.009699233,0.012377791,0.027604263,0.015067189,0.03130853
200,0.005560185,0.010903456,0.010396015,0.009419493,0.011458101
201,0.02459062,0.032431103,0.03648995,0.036145568,0.036171906
202,0.0094296,0.009321067,0.014678952,0.012477513,0.016131215
203,0.00056090835,0.011539126,0.0060061715,0.011324158,0.005820974
204,0.029004652,0.029824406,0.027854286,0.03145673,0.03551682
205,0.013008682,0.019642971,0.05396419,0.028162263,0.060874265
206,0.01229514,0.012754017,0.020209927,0.018795598,0.022821033
207,0.003380669,0.008018146,0.009000613,0.009554829,0.008652493
208,0.029547729,0.040346183,0.03513418,0.045061544,0.03857369
209,0.0021079562,0.024908183,0.02504869,0.022717409,0.035732225
210,0.0020220096,0.010896083,0.002991416,0.007021058,0.0034692679
211,0.012206832,0.02341133,0.04685592,0.022781122,0.056623373
212,0.00360918,0.005303493,0.011639518,0.0053637833,0.012783213
213,0.0027285754,0.009876334,0.032623053,0.012963597,0.03868619
214,0.0072434163,0.009011075,0.026019108,0.011720629,0.029704638
215,0.0016949943,0.012383036,0.00842298,0.014035724,0.0071175434
216,0.014998445,0.015833408,0.018263813,0.015728,0.020966293
217,0.0070180045,0.010841379,0.018148683,0.011887286,0.02166926
218,0.014835153,0.016729057,0.03570187,0.020509847,0.03843672
219,0.00015505559,0.011145499,0.0086399475,0.01171778,0.0050407746
220,4.0053013e-07,0.0004943302,8.942525e-05,0.00031286635,0.000251277
221,0.00038203277,0.0042669894,0.019004198,0.0039266967,0.021083973
222,0.010796214,0.025239576,0.053445075,0.021732012,0.051168505
223,0.026328664,0.11489757,0.07854839,0.12317562,0.084487475
224,0.007060178,0.013228305,0.018026127,0.015004076,0.018634815
225,0.030205766,0.03567054,0.046568636,0.034524545,0.05086194
226,0.02688662,0.022814624,0.040670626,0.024635531,0.041286472
227,0.012804457,0.029668853,0.03556332,0.0294232,0.04134721
228,0.00011021405,0.0002628947,0.0008518965,0.00018493473,0.001155144
229,0.0117504755,0.018299265,0.027800066,0.021361833,0.029355047
230,0.0065208776,0.012359704,0.02116848,0.011796325,0.024500256
231,0.0061836494,0.02324855,0.035145134,0.019640839,0.05345473
232,0.053522885,0.042400785,0.043754887,0.04187975,0.049047023
233,0.008742887,0.0061717574,0.009979367,0.006915289,0.011722744
234,0.0135347415,0.016321499,0.021281525,0.016904475,0.02363092
235,0.0,0.00064143585,0.0012577244,0.0009922503,0.0017348875
236,0.024717217,0.042379852,0.024938803,0.042230885,0.028303519
237,0.011810174,0.032097414,0.03637929,0.02922989,0.036334608
238,0.0032672281,0.016425233,0.011497335,0.011638675,0.012014512
239,0.01688352,0.021918757,0.03242914,0.02666656,0.040451333
240,0.016137652,0.021670733,0.026380373,0.022769194,0.027883776
241,0.004824438,0.025137737,0.031829823,0.022665573,0.0390496
242,0.014663321,0.015505683,0.020665191,0.0185231,0.026187444
243,0.04569271,0.04551439,0.07083092,0.04279539,0.0856155
244,0.0024651082,0.007462661,0.008239919,0.0063750516,0.00683318
245,0.0017507486,0.0057075666,0.01226978,0.0103848055,0.012049658
246,3.2466048e-07,1.6832795e-06,1.14822415e-05,6.0599996e-06,1.36494455e-05
247,0.008939532,0.010442368,0.025699832,0.014155418,0.027373342
248,0.0053145466,0.006131228,0.011617794,0.006049146,0.0116848145
249,0.0,0.0,0.0,0.0,0.0
250,0.008555242,0.018782672,0.025182072,0.01658367,0.025972415
251,0.008284815,0.010321459,0.029041182,0.012923186,0.03693431
252,3.471165e-05,0.0004746907,0.0010761576,0.00048874994,0.0010921732
253,0.01649282,0.021771144,0.046685457,0.02601656,0.053435028
254,0.016265,0.020379199,0.034364536,0.021983141,0.038316436
255,0.0013822264,0.008456093,0.016710503,0.008518136,0.020264342
256,0.012510071,0.019309206,0.027525237,0.020752266,0.032462902
257,0.024503106,0.03167599,0.02943144,0.037920907,0.032059945
258,0.0118031055,0.016606439,0.01755909,0.015314551,0.018450046
259,0.016558189,0.03527027,0.040098052,0.03853099,0.047057286
260,0.00023649352,0.0013950698,0.0018510087,0.0024835467,0.0018883429
261,0.0065955133,0.020526044,0.03534455,0.018857123,0.04457245
262,0.0013972732,0.012922202,0.01498783,0.010809103,0.018076917
263,0.0007104178,0.0067321756,0.005349976,0.0072935573,0.010979493
264,0.02994862,0.07218635,0.09135862,0.06765586,0.099989615
265,0.032437846,0.039322056,0.056405168,0.040307872,0.06298062
266,0.00939256,0.035999652,0.047849424,0.039862238,0.04641887
267,0.028042361,0.028958399,0.038545474,0.029640637,0.044421967
268,0.0,0.0,0.0,0.0,0.0
269,0.027303582,0.02860457,0.054279894,0.028885517,0.0639817
270,0.007231389,0.01613041,0.031092804,0.01458165,0.03518163
271,0.007586253,0.008689613,0.030789575,0.009875096,0.03244637
272,0.0071536517,0.008333156,0.011339378,0.00810271,0.013957227
273,0.023285829,0.016959226,0.029419936,0.01885439,0.034581624
274,0.03938225,0.040539663,0.058309473,0.0452955,0.060458176
275,0.010264369,0.028444842,0.024606187,0.022767719,0.028259732
276,0.0,0.0,0.0,0.0,0.0
277,0.0066591194,0.010752063,0.017914562,0.012932856,0.019813418
278,0.020894181,0.04634185,0.0630435,0.044619054,0.0761796
279,0.0062355334,0.012072034,0.017226975,0.017455842,0.025673952
280,0.028782725,0.0358171,0.028284533,0.034788143,0.034211528
281,0.0034345048,0.007009304,0.009311441,0.007387816,0.009005763
282,0.008556127,0.0076874886,0.013541833,0.011804089,0.01589115
283,2.1439641e-07,0.00035114295,4.9786573e-05,0.00051892025,4.340748e-05
284,0.00096542574,0.0013431614,0.0014482646,0.0013374762,0.001542264
285,7.4474774e-05,0.004236055,0.008326816,0.008700749,0.007679863
286,0.028002635,0.029206432,0.038559567,0.033679344,0.043024708
287,9.587744e-05,0.00068999646,0.00047076936,0.0008750811,0.00051097036
288,0.0017361965,0.0033093758,0.0040868875,0.0034898273,0.003963289
289,0.016975816,0.024398906,0.031964436,0.026550492,0.03223271
290,0.02155058,0.029817257,0.042341717,0.030607115,0.04644746
291,0.029622324,0.035469964,0.03473991,0.03834139,0.04128862
292,1.358486e-05,0.0019079312,0.000455003,0.004932604,0.0006168139
293,0.00051442784,0.015611445,0.04421095,0.021443002,0.047994427
294,0.021352738,0.016107595,0.042611483,0.01808205,0.044174075
295,0.0114193875,0.019779362,0.026488237,0.019446436,0.029489081
296,0.025110349,0.02662992,0.037932113,0.027111799,0.043598883
297,0.018378936,0.020863649,0.024737008,0.02467633,0.029288456
298,0.05912054,0.05691393,0.06515032,0.056562975,0.06764857
299,0.0011323553,0.007327583,0.008692514,0.005452322,0.010206215
300,0.00026963142,0.0034990385,0.0037824786,0.0043546446,0.0020986334
301,0.029391883,0.041494533,0.060413,0.03943112,0.07162449
302,0.008933121,0.012753194,0.015882775,0.014354406,0.017981485
303,0.0009325362,0.00713459,0.0115226945,0.007043494,0.014467611
304,0.0034221695,0.0091804,0.010319662,0.0100692855,0.010233951
305,0.017147783,0.022106366,0.04604916,0.026810534,0.053526863
306,0.018683108,0.015815655,0.03016193,0.019899277,0.032695144
307,0.007242824,0.023586296,0.019972464,0.017720208,0.0216683
308,0.00066028367,0.0013501848,0.0014822562,0.0012892744,0.0014822498
309,0.0013947461,0.004180175,0.015841987,0.0044501266,0.018385181
310,0.01930999,0.011977379,0.019128699,0.01484945,0.017535903
311,0.0026350184,0.005837463,0.009635134,0.0059186057,0.0107385
312,0.003576406,0.009011307,0.014030714,0.008582689,0.014967281
313,0.013950603,0.023733627,0.031152016,0.023975758,0.039343916
314,0.023044992,0.03067736,0.03193789,0.032312013,0.04316133
315,0.007028764,0.009516597,0.012607012,0.011182095,0.014999412
316,0.0024203542,0.0071630124,0.008084229,0.0061003827,0.011240553
317,0.005350484,0.01096806,0.015134709,0.011566844,0.014642041
318,0.020272827,0.018723417,0.029060993,0.024824753,0.03375893
319,0.011543829,0.027767897,0.03331015,0.028253052,0.03370702
320,0.020106416,0.0150821395,0.023224723,0.018089596,0.0257545
321,0.000925517,0.0022525785,0.0058984878,0.0028569037,0.0067899562
322,0.01993261,0.018996552,0.030682787,0.019421488,0.032153767
323,0.012386348,0.035192184,0.031265285,0.03009417,0.032794513
324,0.001198944,0.0033082229,0.008038272,0.0023094395,0.008644281
325,0.038013335,0.044086456,0.052148584,0.045073126,0.064918384
326,0.0071632816,0.012242612,0.020403473,0.012538562,0.023827396
327,0.017736714,0.025253046,0.028570842,0.026621554,0.031274043
328,0.0065365173,0.013402801,0.019975182,0.0103016365,0.023157533
329,0.046904612,0.04417179,0.06439291,0.048832253,0.06745072
330,0.0003325758,0.0015135808,0.0026681873,0.0015363677,0.0026422844
331,0.0,0.0,0.0,0.0,0.0
332,0.0022876954,0.0026985055,0.004015988,0.0026281576,0.0048376117
333,3.9077513e-06,0.004628957,0.004153151,0.0040659076,0.004921112
334,0.01589178,0.015713042,0.027409792,0.018398635,0.029417895
335,0.007147695,0.015304091,0.031437367,0.01730358,0.04110486
336,0.008434091,0.012976736,0.023961864,0.013149852,0.028118726
337,0.008485265,0.047908872,0.02783465,0.041660953,0.03075074
338,0.037228905,0.03111355,0.03865379,0.03819658,0.043175817
339,0.00561305,0.005843429,0.008069733,0.0078756455,0.008960271
340,0.00061995815,0.0043778284,0.006084107,0.0029522895,0.0057396977
341,0.008235125,0.010532096,0.02629362,0.013304694,0.030483095
342,0.024488159,0.02920521,0.046682134,0.026631244,0.05149062
343,0.02246375,0.01796136,0.04680658,0.02200248,0.05099704
344,0.0028037268,0.006151371,0.0087663615,0.0053208913,0.009065054
345,0.025933422,0.03921322,0.063270375,0.04005275,0.072688915
346,0.006698532,0.01911795,0.03059323,0.015910076,0.030056607
347,0.00022163907,0.003181849,0.004321328,0.0026787142,0.0047123656
348,3.8391212e-05,0.00040547844,0.00058568304,0.00039091328,0.0002600274
349,0.012075298,0.011609226,0.024970328,0.013349857,0.02674473
350,0.012718997,0.01691324,0.018789513,0.017790101,0.020288236
351,0.009779742,0.011318605,0.020129763,0.01208263,0.022052374
352,0.0206188,0.02019323,0.027522873,0.021966945,0.033620607
353,0.008224526,0.012776191,0.024029497,0.012407528,0.027699277
354,0.0019225454,0.0036288798,0.010991935,0.0047413297,0.013134653
355,0.009535999,0.013921766,0.01918235,0.015872793,0.021886572
356,4.1658273e-05,0.0022335562,0.0026446315,0.001960768,0.0022022177
357,0.024373941,0.022897094,0.05435048,0.026695691,0.06286465
358,0.0007700111,0.002119814,0.0065820566,0.0025211638,0.0070266174
359,0.0041447394,0.016510915,0.019623412,0.020025028,0.021297578
360,0.023363207,0.023424817,0.03958776,0.024955854,0.042609423
361,0.00052387425,0.0059444048,0.0074408324,0.007848006,0.008175734
362,0.0057342625,0.01336217,0.022101138,0.016520092,0.022544732
363,0.0021455172,0.0041403207,0.008153547,0.0060812896,0.008292994
364,0.0013805402,0.009786254,0.011663308,0.010225386,0.009540465
365,0.0059946724,0.0178415,0.03902714,0.019351088,0.042682122
366,0.008889658,0.012231501,0.027379915,0.0120685445,0.031114908
367,0.033873197,0.026253868,0.032661226,0.029827738,0.03752416
368,0.02181188,0.023273816,0.029783208,0.025947252,0.029331416
369,0.013033584,0.0104348585,0.021976016,0.012858782,0.021596491
370,0.022457894,0.0232702,0.03660008,0.027073333,0.04392784
371,0.007696156,0.0077596363,0.013759343,0.009984377,0.014430848
372,0.0005508582,0.0010045145,0.00076244044,0.0012716819,0.0007850345
373,0.014133565,0.0142303575,0.027224975,0.01770473,0.02945422
374,0.005189459,0.014013959,0.015434951,0.013187828,0.015926592
375,0.0030209422,0.010335807,0.018363522,0.012323812,0.022462614
376,0.009164835,0.025436472,0.01800343,0.024438754,0.018892324
377,0.03471806,0.046468597,0.096694276,0.050414175,0.10993345
378,0.017216288,0.04096711,0.04874044,0.037429973,0.04768377
379,0.006402994,0.012248177,0.024749827,0.011029143,0.032825068
380,0.0028013578,0.0049023116,0.0056049502,0.0042683766,0.006383646
381,0.018283995,0.023012765,0.032828666,0.025492663,0.038550038
382,0.014592259,0.016152045,0.027981542,0.020647287,0.036908098
383,0.002728438,0.0056833746,0.010985683,0.0075805485,0.012353979
384,0.00956769,0.009647151,0.0134713,0.013111419,0.014445882
385,0.014449861,0.013353586,0.02567828,0.016779533,0.030440208
386,0.020076865,0.019808682,0.030859139,0.021354813,0.03523737
387,0.0039273463,0.0066406885,0.010464315,0.0050934143,0.011547057
388,0.0027350185,0.0058872746,0.0076607848,0.0062512606,0.00773915
389,0.00087713206,0.00308131,0.007443028,0.0026400937,0.008666156
390,0.021650314,0.025284328,0.026965348,0.029385261,0.029787038
391,0.010864487,0.013303853,0.032658994,0.017262742,0.038666636
392,0.010728691,0.013150346,0.02058367,0.012154603,0.0243169
393,0.022478659,0.029269326,0.065160155,0.036198646,0.075535476
394,0.021919249,0.024202127,0.041053414,0.026932785,0.04814221
395,0.0057881265,0.010118452,0.019400828,0.0092401225,0.020746995
396,2.0187117e-06,0.00058147835,0.0007155262,0.00057095115,0.000576262
397,0.022554785,0.02001727,0.027846448,0.022072798,0.031755757
398,0.0025382238,0.0074949134,0.016975816,0.0060562748,0.018068058
399,0.008225684,0.011500547,0.012890875,0.013094211,0.012718547
400,0.003890331,0.014320718,0.010037789,0.007885745,0.0094222445
401,0.010568528,0.023318326,0.06322279,0.03089372,0.066861294
402,0.018263238,0.020252006,0.030267838,0.024430443,0.0315384
403,0.00052519795,0.0006808587,0.0006688431,0.0011301723,0.00067553663
404,0.0015234005,0.0025602106,0.0026562423,0.002213092,0.0032636118
405,0.006054312,0.0113067925,0.026574926,0.015192411,0.031434342
406,0.012070881,0.013441045,0.01776635,0.015733995,0.019804554
407,6.394853e-05,0.0016297004,0.0032185824,0.0017097576,0.003965807
408,0.004146453,0.004332944,0.009485975,0.00412714,0.011604682
409,0.016811803,0.017870812,0.034495533,0.018637683,0.040901523
410,0.0035031415,0.015187897,0.04017282,0.0112836715,0.045500316
411,0.013823172,0.026356224,0.03427681,0.022614608,0.03601228
412,0.0008947764,0.002956283,0.0042759413,0.0024705585,0.004247798
413,0.00096620957,0.000810029,0.006455396,0.0013448807,0.0074010408
414,0.014896959,0.018030409,0.03216746,0.01791457,0.034248274
415,0.024637938,0.025375566,0.028171282,0.029570881,0.0302631
416,0.012130687,0.013194182,0.012718937,0.015137579,0.011961056
417,0.014845358,0.023270667,0.020545749,0.026730172,0.019004636
418,0.0151225235,0.022484183,0.027893834,0.023929406,0.031062577
419,5.090286e-06,0.0010861539,0.00035650347,0.0015381856,0.00025676104
420,0.0061293636,0.0149121415,0.012331346,0.013399575,0.013595587
421,0.015597807,0.017977173,0.048413,0.019333199,0.052960753
